id,last_modified,code,poi_type,name,lat,lon
639832009,16/11/2022,639832009,fountain,Punto acqua,"43,83596","11,9613499"
639832012,16/11/2022,639832012,fountain,Punto acqua,"44,1102398","12,0580336"
639832020,16/11/2022,639832020,fountain,Punto acqua,"44,11617","12,05841"
639832024,16/11/2022,639832024,fountain,Punto acqua,"44,1208718","12,0623082"
639832031,16/11/2022,639832031,fountain,Punto acqua,"44,1219097","12,0602101"
639832052,16/11/2022,639832052,fountain,Punto acqua,"44,1413699","12,1003501"
639832056,16/11/2022,639832056,fountain,Punto acqua,"44,14257","12,1009899"
639832066,16/11/2022,639832066,fountain,Punto acqua,"44,1455803","12,2488198"
639832076,16/11/2022,639832076,fountain,Punto acqua,"44,1557301","12,3313299"
658269576,16/11/2022,658269576,fountain,Punto acqua,"43,9418071","11,9089845"
677076273,16/11/2022,677076273,fountain,Punto acqua,"43,9062779","12,2407495"
712709276,16/11/2022,712709276,fountain,Punto acqua,"44,1467064","12,1341057"
736037872,16/11/2022,736037872,fountain,Punto acqua,"44,150284","12,2539078"
746713859,16/11/2022,746713859,fountain,Punto acqua,"44,0211754","11,8519738"
746759588,16/11/2022,746759588,fountain,Punto acqua,"44,022336","11,8790706"
753825778,16/11/2022,753825778,fountain,Punto acqua,"44,1244397","12,2432455"
766729745,16/11/2022,766729745,fountain,Punto acqua,"43,8858624","11,836756"
808982880,16/11/2022,808982880,fountain,Punto acqua,"44,1366751","12,2430582"
825264001,16/11/2022,825264001,fountain,Punto acqua,"44,1370992","12,2457444"
841810636,16/11/2022,841810636,fountain,Punto acqua,"44,031011","12,3539708"
853772759,16/11/2022,853772759,fountain,Punto acqua,"44,100634","12,1952113"
869334534,16/11/2022,869334534,fountain,Punto acqua,"43,7817051","12,3365879"
912089800,16/11/2022,912089800,fountain,Punto acqua,"44,0047142","12,3468905"
912090950,16/11/2022,912090950,fountain,Punto acqua,"43,9999267","12,3498366"
912102600,16/11/2022,912102600,fountain,Punto acqua,"44,1600485","12,0022697"
912347279,16/11/2022,912347279,fountain,Punto acqua,"44,0111152","12,2044104"
912350004,16/11/2022,912350004,fountain,Punto acqua,"44,082941","12,2676854"
912355122,16/11/2022,912355122,fountain,Punto acqua,"44,0450191","12,2667911"
912355123,16/11/2022,912355123,fountain,Punto acqua,"44,0391447","12,2964238"
912357065,16/11/2022,912357065,fountain,Punto acqua,"44,0841552","12,3044044"
912357072,16/11/2022,912357072,fountain,Punto acqua,"44,0833984","12,3042023"
912358626,16/11/2022,912358626,fountain,Punto acqua,"44,016708","12,2923825"
912359544,16/11/2022,912359544,fountain,Punto acqua,"43,9895946","12,3163542"
912361388,16/11/2022,912361388,fountain,Punto acqua,"44,0068472","12,3000063"
912369117,16/11/2022,912369117,fountain,Punto acqua,"43,9475587","12,0350698"
912372653,16/11/2022,912372653,fountain,Punto acqua,"44,0014853","12,2380578"
912384968,16/11/2022,912384968,fountain,Punto acqua,"44,0627927","12,2229456"
912386508,16/11/2022,912386508,fountain,Punto acqua,"43,961847","12,1963735"
912386802,16/11/2022,912386802,fountain,Punto acqua,"43,9557235","12,195399"
912388517,16/11/2022,912388517,fountain,Punto acqua,"43,919521","12,1446641"
1012426385,16/11/2022,1012426385,fountain,Punto acqua,"44,0213486","11,850466"
1264256044,16/11/2022,1264256044,fountain,Punto acqua,"44,1187296","12,32666"
1299503902,16/11/2022,1299503902,fountain,Punto acqua,"43,9460208","11,9067621"
1301896618,16/11/2022,1301896618,fountain,Punto acqua,"43,8580399","11,9757526"
1305631492,16/11/2022,1305631492,fountain,Punto acqua,"43,7698751","11,918722"
1305827364,16/11/2022,1305827364,fountain,Punto acqua,"43,7449721","11,8976522"
1305902477,16/11/2022,1305902477,fountain,Punto acqua,"43,7197573","11,8675805"
1305928004,16/11/2022,1305928004,fountain,Punto acqua,"43,7097441","11,8549668"
1366103845,16/11/2022,1366103845,fountain,Punto acqua,"44,141166","11,9885475"
1398714453,16/11/2022,1398714453,fountain,Punto acqua,"43,8060876","12,3342193"
1401704609,16/11/2022,1401704609,fountain,Punto acqua,"43,8051944","12,3328702"
1401704622,16/11/2022,1401704622,fountain,Punto acqua,"43,8064309","12,3331051"
1408784682,16/11/2022,1408784682,fountain,Punto acqua,"43,7901332","12,3431339"
1408784751,16/11/2022,1408784751,fountain,Punto acqua,"43,800951","12,3225188"
1471123657,16/11/2022,1471123657,fountain,Punto acqua,"43,8840986","11,8660701"
1471123660,16/11/2022,1471123660,fountain,Punto acqua,"43,884655","11,8546297"
1510497527,16/11/2022,1510497527,fountain,Punto acqua,"44,1427631","12,2295757"
1551838144,16/11/2022,1551838144,fountain,Punto acqua,"43,8653034","11,843219"
1630054773,16/11/2022,1630054773,fountain,Punto acqua,"44,0559103","12,1589274"
1657708462,16/11/2022,1657708462,fountain,Punto acqua,"44,1150725","12,1507353"
1657719236,16/11/2022,1657719236,fountain,Punto acqua,"44,1512294","12,2254008"
1672584155,16/11/2022,1672584155,fountain,Punto acqua,"44,092803","12,2492775"
1672584159,16/11/2022,1672584159,fountain,Punto acqua,"44,103885","12,2440834"
1672584167,16/11/2022,1672584167,fountain,Punto acqua,"44,1350094","12,2562604"
1681867114,16/11/2022,1681867114,fountain,Punto acqua,"44,125681","12,2444162"
1681867117,16/11/2022,1681867117,fountain,Punto acqua,"44,1284505","12,2748509"
1696090800,16/11/2022,1696090800,fountain,Punto acqua,"43,8262071","12,3011815"
1734554321,16/11/2022,1734554321,fountain,Punto acqua,"44,0053755","12,3035271"
1734561830,16/11/2022,1734561830,fountain,Punto acqua,"43,9904305","12,2623143"
1735258670,16/11/2022,1735258670,fountain,Punto acqua,"44,0780854","12,0364931"
1736713947,16/11/2022,1736713947,fountain,Punto acqua,"44,1266459","12,0627717"
1736714050,16/11/2022,1736714050,fountain,Punto acqua,"44,1279505","12,0604896"
1741966889,16/11/2022,1741966889,fountain,Punto acqua,"44,0589613","12,2451024"
1748006617,16/11/2022,1748006617,fountain,Punto acqua,"44,1227423","11,8885587"
1748886938,16/11/2022,1748886938,fountain,Punto acqua,"44,050275","12,2981406"
1751740851,16/11/2022,1751740851,fountain,Punto acqua,"43,8711535","12,3573189"
1751740859,16/11/2022,1751740859,fountain,Punto acqua,"43,8739124","12,3569001"
1755142548,16/11/2022,1755142548,fountain,Punto acqua,"44,1284186","12,0602167"
1755367078,16/11/2022,1755367078,fountain,Punto acqua,"43,8648583","12,2073414"
1755385356,16/11/2022,1755385356,fountain,Punto acqua,"43,8648991","12,2070489"
1758692451,16/11/2022,1758692451,fountain,Punto acqua,"44,135199","12,249089"
1758722865,16/11/2022,1758722865,fountain,Punto acqua,"44,1024528","12,2932594"
1758722892,16/11/2022,1758722892,fountain,Punto acqua,"44,1317597","12,2543887"
1774847172,16/11/2022,1774847172,fountain,Punto acqua,"44,0814153","12,0769715"
1776349970,16/11/2022,1776349970,fountain,Punto acqua,"44,1279261","12,0594383"
1783280404,16/11/2022,1783280404,fountain,Punto acqua,"43,9410079","12,1415985"
1783280582,16/11/2022,1783280582,fountain,Punto acqua,"43,9559735","12,136152"
1785699666,16/11/2022,1785699666,fountain,Punto acqua,"43,9255863","12,1739249"
1785713149,16/11/2022,1785713149,fountain,Punto acqua,"44,0029682","12,1097517"
1785713150,16/11/2022,1785713150,fountain,Punto acqua,"43,9803252","12,1401291"
1785713151,16/11/2022,1785713151,fountain,Punto acqua,"44,0282124","12,1315473"
1785833352,16/11/2022,1785833352,fountain,Punto acqua,"43,938327","12,2267958"
1793512433,16/11/2022,1793512433,fountain,Punto acqua,"44,0502611","12,2713487"
1808751581,16/11/2022,1808751581,fountain,Punto acqua,"44,1372254","12,101947"
1834124714,16/11/2022,1834124714,fountain,Punto acqua,"44,0907929","12,198399"
1921463912,16/11/2022,1921463912,fountain,Punto acqua,"44,0616","11,8436666"
1921463964,16/11/2022,1921463964,fountain,Punto acqua,"44,0611402","11,8432951"
1922009019,16/11/2022,1922009019,fountain,Punto acqua,"44,0584687","11,8671158"
1925051179,16/11/2022,1925051179,fountain,Punto acqua,"44,0409386","11,8382722"
1927397626,16/11/2022,1927397626,fountain,Punto acqua,"44,0226847","11,8296275"
1929046750,16/11/2022,1929046750,fountain,Punto acqua,"43,7931517","11,8198399"
1980041290,16/11/2022,1980041290,fountain,Punto acqua,"43,706947","11,9302365"
1987582676,16/11/2022,1987582676,fountain,Punto acqua,"43,7509718","11,8225197"
1990653079,16/11/2022,1990653079,fountain,Punto acqua,"44,1269931","12,0604659"
2012527877,16/11/2022,2012527877,fountain,Punto acqua,"43,8290626","12,0801442"
2027988091,16/11/2022,2027988091,fountain,Punto acqua,"43,8429464","12,2841425"
2034970427,16/11/2022,2034970427,fountain,Punto acqua,"43,8382007","12,2883509"
2034970434,16/11/2022,2034970434,fountain,Punto acqua,"43,8407989","12,2874657"
