id,last_modified,name,lat,lon,poi_type
360,06/11/2023,"Valico della Cantoniera Mimola
",13.9042406,41.8625979,natural-saddle
361,06/11/2023,"Colle della Croce
",13.9928161,41.7410547,natural-saddle
362,06/11/2023,"Colle Calvario
",14.0328418,41.7183223,natural-saddle
363,06/11/2023,"Bocca di Forlì
",14.1310131,41.7498814,natural-saddle
364,06/11/2023,Capracotta,14.2611753,41.8329527,natural-saddle
365,06/11/2023,"Valico Campolieto
",14.7416263,41.6377538,natural-saddle
366,06/11/2023,"Valico di CerroSecco
",14.8394232,41.6966667,natural-saddle
367,06/11/2023,Portella Misibesi,13.0183391645551,37.6491704682203,natural-saddle
368,06/11/2023,Sella Omomorto,13.3643592149019,37.3674838005624,natural-saddle
369,06/11/2023,portella della Paglia,13.2450032606721,38.0112795048056,natural-saddle
370,06/11/2023,Portella della Ginestra,13.2560777664185,37.9761683902905,natural-saddle
371,06/11/2023,Portella s.Agata,13.3163684606552,37.9563470948778,natural-saddle
372,06/11/2023,portella di Rebuttone,13.3269239589572,38.0301196551967,natural-saddle
373,06/11/2023,Portella di Porta,13.2509594410658,37.8613970218361,natural-saddle
374,06/11/2023,Portella Scorciavacche,13.2816908508539,37.7776495903427,natural-saddle
375,06/11/2023,"Portella Bordonaro
",13.4710787,37.9439901,natural-saddle
376,06/11/2023,"Portella di Blasi
",13.4849427,37.8961454,natural-saddle
377,06/11/2023,"Portella Guddemi
",13.4637425,37.8297729,natural-saddle
378,06/11/2023,"Portella di Croce 
",13.4952317,37.7723602,natural-saddle
379,06/11/2023,"Portella Imbriaca
",13.4006033,37.7457305,natural-saddle
380,06/11/2023,"Portella Mola
",13.4676371,37.6825751,natural-saddle
381,06/11/2023,"Portella dell'Olmo
",13.5166894,37.6863263,natural-saddle
382,06/11/2023,"Portella Tanabuco
",13.5735093,37.5387577,natural-saddle
383,06/11/2023,"Passo Funnuto
",13.6561911,37.4673191,natural-saddle
384,06/11/2023,"Portella Scannata
",13.6499516,37.714289,natural-saddle
385,06/11/2023,"Sella Monello
",13.7271563,37.3413421,natural-saddle
386,06/11/2023,"Sella di Rocca Corvo
",13.6927109,37.2122016,natural-saddle
387,06/11/2023,"Portella di sette Frati
",13.8533233,37.8626812,natural-saddle
388,06/11/2023,"Portella di Cascio
",13.8254638,37.8965359,natural-saddle
389,06/11/2023,"Portella del mare
",13.9097495,37.8878658,natural-saddle
390,06/11/2023,Portella colla,14.0050672,37.8675465,natural-saddle
391,06/11/2023,"Portella Manderini
",14.0985764,37.8613613,natural-saddle
392,06/11/2023,"Portella Madonnuzza
",14.1090618,37.7900857,natural-saddle
393,06/11/2023,"Portella di Bafurco
",14.1536,37.8283051,natural-saddle
394,06/11/2023,"Portella di Geraci Siculo
",14.1532674,37.8577682,natural-saddle
395,06/11/2023,"Portella di Montenero
",14.1046551,37.9661909,natural-saddle
396,06/11/2023,"Portella Palermo
",13.9455769,37.6106999,natural-saddle
397,06/11/2023,"Portella del Morto
",14.0190422,37.6580503,natural-saddle
398,06/11/2023,"Portella di Recattivo
",14.0100872,37.6421031,natural-saddle
399,06/11/2023,"Portella del Vento
",14.0815286,37.5693535,natural-saddle
400,06/11/2023,"Portella di Xirbi
",14.0519081,37.5356031,natural-saddle
401,06/11/2023,"Portella s.Michele
",14.088193,37.5070117,natural-saddle
402,06/11/2023,"Passo Babbaurra
",14.0135418,37.4856547,natural-saddle
403,06/11/2023,"Portella del Toro
",13.9730726,37.4712997,natural-saddle
404,06/11/2023,"Portella di Naro
",13.8638831,37.2046856,natural-saddle
405,06/11/2023,"Portella Corso
",13.8859373,37.1765668,natural-saddle
406,06/11/2023,"Passo delle Pantanelle
",14.4071774,37.0273041,natural-saddle
407,06/11/2023,"Serra di Burgio
",14.7150042,37.0176247,natural-saddle
408,06/11/2023,"Passo dei Carri
",14.942713,36.9107604,natural-saddle
409,06/11/2023,"Portella Grottacalda
",14.3495157,37.4689423,natural-saddle
410,06/11/2023,"Portella Farina
",14.3209375,37.4695995,natural-saddle
411,06/11/2023,"portella di Castro
",14.2695464,37.5375924,natural-saddle
412,06/11/2023,"Portella Catania
",14.4172843,37.5628532,natural-saddle
413,06/11/2023,"Portella Creta
",14.3120067,37.6814657,natural-saddle
414,06/11/2023,"Colle del Contrasto
",14.3981458,37.8517101,natural-saddle
415,06/11/2023,"Portella dell'Obolo
",14.5020622,37.9012623,natural-saddle
416,06/11/2023,"Passo Cannelli
",15.0341049,37.6692813,natural-saddle
417,06/11/2023,"Passo della Zita
",14.754767,38.0482697,natural-saddle
418,06/11/2023,"Portelle Calcatizzo
",14.8029394,38.0279136,natural-saddle
419,06/11/2023,"Portella d'Addricchi
",14.797854,38.0175685,natural-saddle
420,06/11/2023,Portella Mitta,14.8945859,37.9917475,natural-saddle
421,06/11/2023,Portella Castagnera,14.8725831,37.9793207,natural-saddle
422,06/11/2023,"Portella di Zoppo
",14.943686,37.9781123,natural-saddle
423,06/11/2023,"Passo Favoscuro
",14.9663118,37.9839049,natural-saddle
424,06/11/2023,"Portella Zilla
",14.9986954,37.9840677,natural-saddle
425,06/11/2023,"Portella Cerasa
",15.0365401,37.9969809,natural-saddle
426,06/11/2023,"Passo Polverello
",14.9821129,38.0210608,natural-saddle
427,06/11/2023,Linguaglossa,15.1390184,37.8355635,natural-saddle
428,06/11/2023,"Portella san Rizzo
",15.5058438,38.2156304,natural-saddle
429,06/11/2023,"Portella Piano verde
",15.466439,38.1699377,natural-saddle
430,06/11/2023,Portella Armacera,15.4918877,38.1993486,natural-saddle
431,06/11/2023,"Portella Castanea
",15.5278208,38.2396984,natural-saddle
432,06/11/2023,"Arcu Gutturu Frascu
",9.478041,39.2128023,natural-saddle
433,06/11/2023,"Arcu 'e Tidu
",9.3931734,39.3060675,natural-saddle
434,06/11/2023,"Valico Sa Portedda
",8.69407,38.986428,natural-saddle
435,06/11/2023,Montecani,8.439054,39.3442472,natural-saddle
436,06/11/2023,"Passo Genna Bogai
",8.4972749,39.3737115,natural-saddle
437,06/11/2023,"Passo Bidderdi
",8.5167131,39.4864936,natural-saddle
438,06/11/2023,Gennamari,8.5017786,39.4891763,natural-saddle
439,06/11/2023,"Passo Genna e Frongia
",8.6116031,39.5317733,natural-saddle
440,06/11/2023,"Arcu Sa Tella
",8.5525793,39.5482909,natural-saddle
441,06/11/2023,"Passo Badde Urbara
",8.6238527,40.1635845,natural-saddle
442,06/11/2023,"passo Cantoniera Scala Piccada
",8.380449,40.520177,natural-saddle
443,06/11/2023,"Sa Fraigada
",8.9037801,40.4891941,natural-saddle
444,06/11/2023,"Valico S'Uccaidu
",9.0196546,40.4313856,natural-saddle
445,06/11/2023,"Punta Curtugius
",9.6231121,40.5558613,natural-saddle
446,06/11/2023,Passo Littu,9.6327534,40.299766,natural-saddle
447,06/11/2023,"Valico cantoniera Iannas
",9.3874395,40.2359698,natural-saddle
448,06/11/2023,"Valico Nostra Signora di Loreto
",9.3115167,40.2210195,natural-saddle
449,06/11/2023,"Lanna Caguseli
",9.1844955,40.1892681,natural-saddle
450,06/11/2023,"Passo Orostode
",9.4542613,40.0431578,natural-saddle
451,06/11/2023,"Arcu Nostra Signora de su Monte
",9.2609921,40.0746414,natural-saddle
452,06/11/2023,"Arcu Gutddetorgiu
",9.2551076,40.0011904,natural-saddle
453,06/11/2023,"Arcu Muncinale
",9.2280495,40.0575304,natural-saddle
454,06/11/2023,"S'Isca de sa Mela
",9.1425407,40.0335406,natural-saddle
455,06/11/2023,S'Arcu,9.1668754,39.9638898,natural-saddle
456,06/11/2023,"Valico sa Casa
",9.1341288,39.9185805,natural-saddle
457,06/11/2023,"Cuc e Mufloni
",9.4153316,39.9400585,natural-saddle
458,06/11/2023,"Genna Antini
",9.4800534,39.9332464,natural-saddle
459,06/11/2023,"S'Arcu e su Piratsu Trottu
",9.3932263,39.8998075,natural-saddle
460,06/11/2023,"Genna e Medau
",9.3352547,39.8857205,natural-saddle
461,06/11/2023,"Valico Arcueri
",9.3620768,39.8132989,natural-saddle
462,06/11/2023,"Genna Sarcerei
",9.5140448,39.8722208,natural-saddle
463,06/11/2023,"Portella del Lupo
",13.7196689,37.7950789,natural-saddle
464,06/11/2023,"Passo di san Giorgio
",9.4862222,39.8256318,natural-saddle
465,06/11/2023,"Genna 'E Cresia
",9.5539537,39.7817837,natural-saddle
466,06/11/2023,"Genna Su Ludu
",9.4947395,39.7519625,natural-saddle
467,06/11/2023,"Passo Quaddazzonis
",9.5854947,39.7575892,natural-saddle
468,06/11/2023,"Sedda de Lioni
",9.4548175,39.6525303,natural-saddle
469,06/11/2023,"Portella del Lupo
",13.7441306,37.7391113,natural-saddle
470,06/11/2023,"Portella Campanaro
",13.8486387,37.7521508,natural-saddle
471,06/11/2023,"Portella Mangiante
",13.8889147,37.7675033,natural-saddle
472,06/11/2023,"Passo Zonto
",16.0271944,38.2512798,natural-saddle
473,06/11/2023,"Passo di Cancelo
",16.0976215,38.2846287,natural-saddle
474,06/11/2023,"Passo del Mercante
",16.1372811,38.3286743,natural-saddle
475,06/11/2023,"Passo di Ropola
",16.1762137,38.3027417,natural-saddle
476,06/11/2023,"Passo della Limina
",16.1882551,38.3932591,natural-saddle
477,06/11/2023,"Passo di Croce Ferrata
",16.2726426,38.4433958,natural-saddle
478,06/11/2023,"Passo di Pietra Spada
",16.3514921,38.5027945,natural-saddle
479,06/11/2023,"Fossa del Lupo
",16.3641936,38.7624371,natural-saddle
480,06/11/2023,"Passo di Condrò
",16.3909989,39.0050167,natural-saddle
481,06/11/2023,"Valico di Mancuso
",16.5460641,39.0850155,natural-saddle
482,06/11/2023,"Valico di Tirivolo
",16.6362336,39.0750286,natural-saddle
483,06/11/2023,"Colle Maru
",16.5661921,39.1285994,natural-saddle
484,06/11/2023,"Valico Ciricilla
",16.5402712,39.1347912,natural-saddle
485,06/11/2023,"valico di Giraselle
",16.4667738,39.1573912,natural-saddle
486,06/11/2023,"Bocca di Piazza
",16.4846529,39.1628806,natural-saddle
487,06/11/2023,"Colle d'Ascione
",16.4424325,39.2032995,natural-saddle
488,06/11/2023,"Passo Potame
",16.1945651,39.1837197,natural-saddle
489,06/11/2023,Crocetta,16.113385,39.3208438,natural-saddle
490,06/11/2023,"Croce di Agnara
",16.6712071,39.2140385,natural-saddle
491,06/11/2023,"Colle Donato
",16.6427542,39.2850669,natural-saddle
492,06/11/2023,"Valico Croce di Magara
",16.4813552,39.3275559,natural-saddle
493,06/11/2023,"Varco san Mauro
",16.3762175,39.4179579,natural-saddle
494,06/11/2023,"Valico del bivio Gallopane
",16.5411555,39.4238138,natural-saddle
495,06/11/2023,"Valico della Fossiata
",16.5876118,39.3968004,natural-saddle
496,06/11/2023,"valico Vivaio
",16.6139958,39.390885,natural-saddle
497,06/11/2023,"Valico di Pettinascura
",16.6225333,39.36912,natural-saddle
498,06/11/2023,"Valico della Spina
",16.6349706,39.3526566,natural-saddle
499,06/11/2023,"Valico di Germano
",16.6634421,39.3259429,natural-saddle
500,06/11/2023,"Valico Mezzocampo
",16.778858,39.3700641,natural-saddle
501,06/11/2023,"Colle san Martino
",16.0490166,39.8947947,natural-saddle
502,06/11/2023,"Colle del Dragone
",16.1165306,39.9025236,natural-saddle
503,06/11/2023,"Colle dell'Impiso
",16.1624955,39.9331628,natural-saddle
504,06/11/2023,"Colle la Colla
",15.7342232,40.0287251,natural-saddle
505,06/11/2023,"Valico del Monte Armizzone
",15.9793322,40.1493686,natural-saddle
506,06/11/2023,"Passo della Beta
",15.3484849,40.2082346,natural-saddle
507,06/11/2023,"Sella Cessuta
",15.7987282,40.2504201,natural-saddle
508,06/11/2023,"Valico di Montesano
",15.7096119,40.2846894,natural-saddle
509,06/11/2023,"Bocca del Passo
",15.6847891,40.4320605,natural-saddle
510,06/11/2023,Decolla,15.713212,40.434302,natural-saddle
511,06/11/2023,"Serra del Corticato
",15.4370469,40.3942864,natural-saddle
512,06/11/2023,"Croce dello Scrivano
",15.8389061,40.5645363,natural-saddle
513,06/11/2023,"Valico Montepiano
",16.1835465,40.4935165,natural-saddle
514,06/11/2023,"Valico di Cupolicchio
",16.0319695,40.6110344,natural-saddle
515,06/11/2023,"Valico di Bosco Piano
",15.9658138,40.6538707,natural-saddle
516,06/11/2023,"Valico del Granito
",15.3714434,40.8710764,natural-saddle
517,06/11/2023,"Valico di Piano del Gaudio
",15.1433556,40.758711,natural-saddle
518,06/11/2023,"Colle del Leone
",15.1009686,40.7780754,natural-saddle
519,06/11/2023,"Le Croci di Acerno
",15.0372754,40.7782468,natural-saddle
520,06/11/2023,"Passo Cruci
",14.9914788,40.8646074,natural-saddle
521,06/11/2023,"Piano di Verteglia
",14.9636512,40.8292961,natural-saddle
522,06/11/2023,"Passo Eclano
",15.0219273,41.0551343,natural-saddle
523,06/11/2023,Montevergine,14.7170298,40.937478,natural-saddle
524,06/11/2023,"Piana di Prata
",14.5774643,41.1462767,natural-saddle
525,06/11/2023,"Valico del Lupo 
",16.092417,41.7787673,natural-saddle
526,06/11/2023,"Passo di Ingarano
",15.5016443,41.8052923,natural-saddle
527,06/11/2023,"Foce di Scopetone 
",11.9346673,43.4271663,natural-saddle
528,06/11/2023,Amiata,11.6234858,42.8824477,natural-saddle
529,06/11/2023,"Valico s. Cristoforo
",12.2467043,43.7125167,natural-saddle
530,06/11/2023,"Passo di Tralarbia
",12.1049851,43.6627418,natural-saddle
531,06/11/2023,"Passo di Frassineto
",12.0976846,43.6984887,natural-saddle
532,06/11/2023,"Passo san Marco
",12.3527956,43.8471094,natural-saddle
533,06/11/2023,"Passo della Biancarda
",12.042403,43.8092176,natural-saddle
534,06/11/2023,"Passo Incisa
",12.0534104,43.8585859,natural-saddle
535,06/11/2023,"Poggio Baiucca
",12.1326018,43.8478782,natural-saddle
536,06/11/2023,Perticara,12.2404279,43.9063372,natural-saddle
537,06/11/2023,"Passo Siepi
",12.3187965,43.9478476,natural-saddle
538,06/11/2023,"Passo Santa Donna
",9.7327397,44.5452625,natural-saddle
539,06/11/2023,Passo Colla,9.6812466,44.5477965,natural-saddle
540,06/11/2023,"Valico lo scoppio
",12.5874563562705,42.7121225712982,natural-saddle
541,06/11/2023,Grimsellpass - Svizzera,8.33761089307324,46.5617558119884,natural-saddle
542,06/11/2023,"Monte Finocchio
",12.1339601,43.9463857,natural-saddle
543,06/11/2023,"Monte Ciola
",12.1408247,43.9792746,natural-saddle
544,06/11/2023,"Passo di Monte Cavallo
",12.124786,44.0691312,natural-saddle
545,06/11/2023,"Passo Sulparo
",11.9862124,43.9758754,natural-saddle
546,06/11/2023,"Passo Monte delle Forche
",11.9009715,44.012908,natural-saddle
547,06/11/2023,"Passo Monte Mirabello
",11.928609,44.0759142,natural-saddle
548,06/11/2023,Passo della Braccina,11.7744865,43.9226947,natural-saddle
549,06/11/2023,"Prato alle Cogne
",11.7954034,43.8175481,natural-saddle
550,06/11/2023,"Monte Busca
",11.7700847,44.0576239,natural-saddle
551,06/11/2023,"santa Maria in Castello
",11.7790969,44.0669988,natural-saddle
552,06/11/2023,"valico monte Chioda
",11.8031426,44.1038207,natural-saddle
553,06/11/2023,"Passo monte Trebbio
",11.8283339,44.1295162,natural-saddle
554,06/11/2023,Prato All'Albero,11.4731588,44.0446857,natural-saddle
555,06/11/2023,"valico pian di Balestra
",11.2577142,44.1688721,natural-saddle
556,06/11/2023,Torricella,11.1855291,44.0550505,natural-saddle
557,06/11/2023,"Monte Tavianella
",11.2049286,44.1052079,natural-saddle
558,06/11/2023,"sella di Sestola
",10.7662108,44.2304642,natural-saddle
559,06/11/2023,Passo Serre,10.735667,44.2187777,natural-saddle
560,06/11/2023,"passo del Lupo
",10.7192098,44.214933,natural-saddle
561,06/11/2023,"Passo dell'Orecchiella
",10.3586715,44.2062675,natural-saddle
562,06/11/2023,"Foce di Terrarossa
",10.420849,44.1902058,natural-saddle
563,06/11/2023,"Passo dei Carpinelli
",10.2314536,44.2003703,natural-saddle
564,06/11/2023,"Passo di Monteorsaro
",10.4241064,44.3170033,natural-saddle
565,06/11/2023,"Passo del Pradaccio
",10.4879645,44.2007098,natural-saddle
566,06/11/2023,"Sella dell'Osteria a Monte
",10.5266345,44.2449122,natural-saddle
567,06/11/2023,"Foce del Cuccu
",10.0246271,44.1469874,natural-saddle
568,06/11/2023,"La Foce
",10.0305923,44.1367783,natural-saddle
569,06/11/2023,"Sella Madonna di Pietravolta
",10.5318435,44.2594327,natural-saddle
570,06/11/2023,"Sella delle Vescie
",10.5393966,44.2652106,natural-saddle
571,06/11/2023,"Valico dei Solini
",9.8853284,44.217108,natural-saddle
572,06/11/2023,"Passo di Pratizzano
",10.2511784,44.3752522,natural-saddle
573,06/11/2023,"Valico di Comano
",10.1315599,44.2793935,natural-saddle
574,06/11/2023,"Passo del Giogo
",10.1339173,44.3275007,natural-saddle
575,06/11/2023,"Passo di Rimagna
",10.1374034,44.3784174,natural-saddle
576,06/11/2023,"Passo del Ticchiano
",10.1147443,44.4279221,natural-saddle
577,06/11/2023,"Passo Sillara
",10.0092739,44.4811006,natural-saddle
578,06/11/2023,"Monte Caio
",10.1641555,44.4833423,natural-saddle
579,06/11/2023,"Monte Gallinara
",9.9953357,44.5366363,natural-saddle
580,06/11/2023,"Passo del Righedo
",9.9192898,44.4517284,natural-saddle
581,06/11/2023,"Foce del Termine
",9.6725337,44.1537859,natural-saddle
582,06/11/2023,"Colla di Gritta
",9.6496511,44.1632148,natural-saddle
583,06/11/2023,"Passo di Fragno
",10.1685364,44.5733604,natural-saddle
584,06/11/2023,"Passo della Spina
",12.846215,42.860825,natural-saddle
585,06/11/2023,"foce di Coppigliolo
",9.8133146,44.2700172,natural-saddle
586,06/11/2023,"Passo dei casoni
",9.8086406,44.2795427,natural-saddle
587,06/11/2023,"Foce di Colle Fiorito
",9.7641602,44.3082625,natural-saddle
588,06/11/2023,"Passo di Rastrello
",9.7334355,44.3287724,natural-saddle
589,06/11/2023,"Foce di Adelano
",9.7337601,44.3547237,natural-saddle
590,06/11/2023,"passo Mistadella
",9.8130482,44.3386568,natural-saddle
591,06/11/2023,"Passo dei due santi
",9.7525525,44.388924,natural-saddle
592,06/11/2023,"Passo del Brattello
",9.8243476,44.4581782,natural-saddle
593,06/11/2023,"Passo Colla
",9.8992113,44.6467173,natural-saddle
594,06/11/2023,"Passo sant'Antonio
",9.9316395,44.757135,natural-saddle
595,06/11/2023,"Valico del Primo Termine
",9.4717977,44.4110593,natural-saddle
596,06/11/2023,"Passo del Biscia
",9.4897733,44.3653486,natural-saddle
597,06/11/2023,"Passo Iscioli
",9.4423335,44.3240329,natural-saddle
598,06/11/2023,"Colle di velva
",9.5565312,44.280743,natural-saddle
599,06/11/2023,"la Foce
",9.5897283,44.2930929,natural-saddle
600,06/11/2023,"Passo della Camilla
",9.4324865,44.3842769,natural-saddle
601,06/11/2023,"Costa Mulattiera
",9.6398967,44.4714134,natural-saddle
602,06/11/2023,"Passo del Romezzano
",9.5020526,44.514027,natural-saddle
603,06/11/2023,Passo del Chiodo,9.4946693,44.4968979,natural-saddle
604,06/11/2023,"Passo della Tabella
",9.5343395,44.4879885,natural-saddle
605,06/11/2023,"Prato Barbieri
",9.670126,44.7384776,natural-saddle
606,06/11/2023,Passo Cappelletta,9.5231916,44.7284308,natural-saddle
607,06/11/2023,Monte Albareto (Passo del),9.4887365,44.6807996,natural-saddle
608,06/11/2023,"Passo di Monte Veri
",9.3730696,44.6220681,natural-saddle
609,06/11/2023,"Passo del crociglia
",9.4620331,44.5834767,natural-saddle
610,06/11/2023,"Passo della Scoglina
",9.2499361,44.4726641,natural-saddle
611,06/11/2023,"Passo di Romaggi
",9.3151674,44.4018344,natural-saddle
612,06/11/2023,"Passo dell'Anchetta
",9.2861459,44.3510665,natural-saddle
613,06/11/2023,"Sella di Monte Cordona
",9.0797592,44.4055109,natural-saddle
614,06/11/2023,Passo della Spinarola,9.182846,44.4040618,natural-saddle
615,06/11/2023,"Passo della Scoffera
",9.1198114,44.4809141,natural-saddle
616,06/11/2023,"Passo della colla di Boasi
",9.1371838,44.4794138,natural-saddle
617,06/11/2023,"Passo del Portello
",9.1786869,44.4953522,natural-saddle
618,06/11/2023,"Colle di Capenardo
",9.0691406,44.4607181,natural-saddle
619,06/11/2023,"passo della Crocetta d'orero
",8.9878954,44.5200358,natural-saddle
620,06/11/2023,"Passo dei Giovi
",8.9369704,44.5526967,natural-saddle
621,06/11/2023,"Capanne di Marcarolo
",8.7730226,44.5505403,natural-saddle
622,06/11/2023,"Piani di Praglia
",8.8140497,44.514778,natural-saddle
623,06/11/2023,"Valico degli eremiti
",8.8071295,44.5996945,natural-saddle
624,06/11/2023,"Passo santa maria del Porto
",9.1866406,44.5220308,natural-saddle
625,06/11/2023,"Valico della Cappella di Garaventa
",9.1712769,44.5309494,natural-saddle
626,06/11/2023,"Capanne di carrega
",9.2035732,44.5960672,natural-saddle
627,06/11/2023,"Passo dell'Incisa
",9.0748272,44.5699335,natural-saddle
628,06/11/2023,"Costa salata
",9.053112,44.6265365,natural-saddle
629,06/11/2023,"Passo della Ritorta
",9.253388,44.6970949,natural-saddle
630,06/11/2023,"Passo Scaparina
",9.2939152,44.7741547,natural-saddle
631,06/11/2023,Passo Penice,9.3282982,44.7972833,natural-saddle
632,06/11/2023,"Passo delle tre strade
",9.3130302,44.8020402,natural-saddle
633,06/11/2023,"asso della Crocetta
",9.3818664,44.8298347,natural-saddle
634,06/11/2023,"Passo di Pietragavina
",9.242548,44.8377173,natural-saddle
635,06/11/2023,Oramala,9.1867412,44.8585543,natural-saddle
636,06/11/2023,"Passo del carmine
",9.263853,44.9142884,natural-saddle
637,06/11/2023,"Passo Crocetta
",9.1005461,44.9187546,natural-saddle
638,06/11/2023,"Valico della Scheggia
",11.9643213860368,43.5487629379443,natural-saddle
639,06/11/2023,Bocchetta di Altare o Colle di cadibona,8.3519173,44.3326083,natural-saddle
640,06/11/2023,Passo Buzurou,8.2247157,44.4452808,natural-saddle
641,06/11/2023,"Bric saccone
",8.6275989,44.5550012,natural-saddle
642,06/11/2023,"Bric Berton
",8.5375737,44.5178648,natural-saddle
643,06/11/2023,Monte Beigua,8.5657392,44.4334137,natural-saddle
644,06/11/2023,"Colle del Giovo
",8.4734624,44.4292306,natural-saddle
645,06/11/2023,"Passo del Muraglione
",8.5736268,44.3943751,natural-saddle
646,06/11/2023,"Colle del Bresca
",8.2625864,44.2839734,natural-saddle
647,06/11/2023,"Bassa della Scoggia
",8.2610843,44.2475009,natural-saddle
648,06/11/2023,"Colle dei Giovetti
",8.097274,44.2778905,natural-saddle
649,06/11/2023,"Colle della Rionda
",8.0595599,44.2344453,natural-saddle
650,06/11/2023,"Colle Scravaion
",8.120371,44.1595713,natural-saddle
651,06/11/2023,"Giogo di Toirano
",8.1601838,44.1690458,natural-saddle
652,06/11/2023,"Colle san Bernardo
",8.0474451,44.1773959,natural-saddle
653,06/11/2023,"Passo del Ginestro
",7.9908657,44.0074429,natural-saddle
654,06/11/2023,"Colle san Bartolomeo
",7.9519076,44.0101203,natural-saddle
655,06/11/2023,"Passo Grillarine
",8.0343642,43.9401865,natural-saddle
656,06/11/2023,"Col di Nava
",7.8727765,44.0849877,natural-saddle
657,06/11/2023,"Passo delle Ville
",7.9307292,43.9563908,natural-saddle
658,06/11/2023,"Passo di Maro
",7.8893226,43.9556249,natural-saddle
659,06/11/2023,Colle D'Oggia,7.8678837,43.9820302,natural-saddle
660,06/11/2023,Passo Teglia,7.833662,43.9953435,natural-saddle
661,06/11/2023,Drego,7.8086313,43.9953654,natural-saddle
662,06/11/2023,"Colle San Bernardo di Mendatica
",7.7842306,44.0849899,natural-saddle
663,06/11/2023,"Sella di Pian di Vento
",7.7658624,43.9422742,natural-saddle
664,06/11/2023,Passo Ghimbegna,7.7278352,43.9010077,natural-saddle
665,06/11/2023,"Colle Melosa
",7.6839316,43.9892178,natural-saddle
666,06/11/2023,"Sella di Gouta
",7.6084106,43.9394709,natural-saddle
667,06/11/2023,Passo delle Fascette,7.7402838,44.1314444,natural-saddle
668,06/11/2023,"Colle del Prel
",7.7912787,44.2524839,natural-saddle
669,06/11/2023,"Colla di san Giacomo
",7.8761978,44.2917299,natural-saddle
670,06/11/2023,"Valico di san Grato
",7.9554069,44.2757383,natural-saddle
671,06/11/2023,"Colle di San Giacomo
",7.9955373,44.275435,natural-saddle
672,06/11/2023,"Colla di Casotto
",7.9454892,44.2162724,natural-saddle
673,06/11/2023,Valico di Sella Lata,16.010826,40.435375,natural-saddle
674,06/11/2023,Passo Langada / EO Kalamatas Spartis,22.266062,37.066675,natural-saddle
675,06/11/2023,"Colletta delle Salse
",7.7260218,44.1123625,natural-saddle
676,06/11/2023,"Piatta Sottana (Madonna della Neve)
",7.3353926,44.4338916,natural-saddle
677,06/11/2023,"Colle Valcavera
",7.102199,44.3813065,natural-saddle
678,06/11/2023,"Colle della Cavallina
",7.1038194,44.526886,natural-saddle
679,06/11/2023,"Colle san pietro
",7.3572787,44.5159756,natural-saddle
680,06/11/2023,"Colle Valmala
",7.340134,44.5088604,natural-saddle
681,06/11/2023,Passo del Lagadello,10.4880055,44.2009747,natural-saddle
682,06/11/2023,"Passo Campo Carlo Magno
",10.8387198,46.242024,natural-saddle
683,06/11/2023,Passo dell'Incisa,9.4814835,44.4793577,natural-saddle
684,06/11/2023,"Passo Umbrail
",10.437205,46.571267,natural-saddle
685,06/11/2023,"Passo di Resia
",10.505443,46.84777,natural-saddle
686,06/11/2023,Colma di Sormano,9.231599,45.883687,natural-saddle
687,06/11/2023,Passo Crosetta,12.405642,46.035066,natural-saddle
688,06/11/2023,"colletto di Brondello
",7.3834183,44.5976899,natural-saddle
689,06/11/2023,"colletta di paesana
",7.2973082,44.6960203,natural-saddle
690,06/11/2023,"colle montoso
",7.2452347,44.7635995,natural-saddle
691,06/11/2023,Rucas,7.2184072,44.7578387,natural-saddle
692,06/11/2023,"Colle Braida
",7.3336229,45.0832401,natural-saddle
693,06/11/2023,"Colle del Lys
",7.3827493,45.1778802,natural-saddle
694,06/11/2023,"Colle della Dieta
",7.3622256,45.2588748,natural-saddle
695,06/11/2023,"Colle della Croce
",7.412967,45.3025699,natural-saddle
696,06/11/2023,"Colle Pra Martino
",7.2773284,44.9140832,natural-saddle
697,06/11/2023,"Colle del Sestriere
",6.8825137,44.9590353,natural-saddle
698,06/11/2023,"Castelnuovo Nigra
",7.7092785,45.4423817,natural-saddle
699,06/11/2023,"Valico di Strambinello
",7.7569841,45.4215898,natural-saddle
700,06/11/2023,Valchiusella,7.7417792,45.4931485,natural-saddle
701,06/11/2023,"Croce Serra
",7.890451,45.5251128,natural-saddle
702,06/11/2023,"La Serra
",7.9838375,45.4708177,natural-saddle
703,06/11/2023,"bocca d'Arbaro
",8.0082273,45.3831698,natural-saddle
704,06/11/2023,"Colle della Colma (Galleria Rosazza)
",7.985126,45.6398791,natural-saddle
705,06/11/2023,"Bocchetto Sessera
",8.062348,45.6637281,natural-saddle
706,06/11/2023,"Il Mottarone
",8.4560085,45.8833865,natural-saddle
707,06/11/2023,"Alpe Colle
",8.6261776,46.0265431,natural-saddle
708,06/11/2023,"Valico di sant'Antonio
",8.6923945,45.9318769,natural-saddle
709,06/11/2023,"Passo della Gabellaccia
",10.0983193,44.1237077,natural-saddle
710,06/11/2023,"Alpe Grande
",9.0526331,45.9487072,natural-saddle
711,06/11/2023,"Bocchetta di Colonno
",9.1382708,45.9828401,natural-saddle
712,06/11/2023,"Passo del Boffalora
",9.1504587,45.9898773,natural-saddle
713,06/11/2023,"Passo del Braulio
",10.373279,46.5095675,natural-saddle
714,06/11/2023,"Colle di San Zeno
",10.1877478,45.7809229,natural-saddle
