id,last_modified,lon,lat,name,poi_type
135,13/10/2023,8.8653736,39.0065307,"S'arcu de Is Cassadoris
",dirt-roads
136,13/10/2023,11.9731785,43.7224059,"Passo delle Pratelle
",dirt-roads
137,13/10/2023,11.9809368,43.7411165,"Passo delle Gualanciole
",dirt-roads
138,13/10/2023,12.1792757,43.7718888,"Monte della Rena
",dirt-roads
139,13/10/2023,12.1217535,43.7965031,"Monte Fagiola Vecchia
",dirt-roads
140,13/10/2023,8.44803906977177,44.3578470876119,strada della cria,dirt-roads
141,13/10/2023,10.514255,43.4358899,"Santa Luce
",dirt-roads
142,13/10/2023,6.85450240963478,45.1330486095067,Punta Sommeiller - Bardonecchia,dirt-roads
143,13/10/2023,11.5998811,43.7090148,"Varco di reggello
",dirt-roads
144,13/10/2023,11.5785035,44.2168093,"Monte Battaglia
",dirt-roads
145,13/10/2023,6.7684673,45.0850902,Forte Jafferau,dirt-roads
146,13/10/2023,12.2209733,43.6844457,"strada della Luna
",dirt-roads
147,13/10/2023,12.3445442,43.5822145,"Apecchio-Guinza-Bocca Seriola-Molino Abbadia-Montedale
",dirt-roads
148,13/10/2023,12.1526223,43.7326466,Montebotolino,dirt-roads
149,13/10/2023,11.4597909,43.8799332,Bottega di Montegiovi,dirt-roads
150,13/10/2023,12.0137945562601,43.3136994602247,Toppo di Moro,dirt-roads
151,13/10/2023,10.4001596,44.3117064,"Passo Cisa
",dirt-roads
152,13/10/2023,10.4009674,44.339029,Stracorada,dirt-roads
153,13/10/2023,10.0618284,44.3892559,Passo della Colla,dirt-roads
154,13/10/2023,11.8396333,42.8248183,Centeno-Trevinano,dirt-roads
155,13/10/2023,11.8981137,42.8772385,"San casciano-Fighine
",dirt-roads
156,13/10/2023,11.8566575,42.9255199,"di Fonte vetriana
",dirt-roads
157,13/10/2023,11.4200827,42.8339586,Abbandonato,dirt-roads
158,13/10/2023,11.409683,42.8118121,"Guado a sfioro Trasubbino
",dirt-roads
159,13/10/2023,9.8561777,44.2397868,"Passo Alpicella
",dirt-roads
160,13/10/2023,9.7602652,44.3158221,Passo del Monte Fiorito,dirt-roads
161,13/10/2023,9.7250823,44.3352946,"Rastrello calzavitello
",dirt-roads
162,13/10/2023,8.16852372139692,44.2007343015927,bric agnellino - catalano,dirt-roads
163,13/10/2023,11.9709733,43.5194242,Montemercole,dirt-roads
164,13/10/2023,8.31008970737457,44.2583007365199,strada spartiacque,dirt-roads
165,13/10/2023,10.9319061,43.2722031,"rocca Sillana
",dirt-roads
166,13/10/2023,8.4783037,44.3378653,Passo del Pian di grano,dirt-roads
167,13/10/2023,8.0445698,44.0953765,"Colla d'Onzo
",dirt-roads
168,13/10/2023,7.9667358,44.1335253,"Colle san Bartolomeo d'Ormea
",dirt-roads
169,13/10/2023,8.19105494767427,44.1843166274832,Giogo di Giustenice,dirt-roads
170,13/10/2023,7.9150626,44.1003253,"Nava- Grenzolini
",dirt-roads
171,13/10/2023,7.8106674,44.0389204,"Passo del Pian del latte
",dirt-roads
172,13/10/2023,7.8090944,44.0131521,"Passo della Mezzaluna
",dirt-roads
173,13/10/2023,7.7752342,44.0455975,Colle del Garezzo,dirt-roads
174,13/10/2023,7.7444356,44.0428497,"Passo della Guardia
",dirt-roads
175,13/10/2023,7.7464379,44.0183559,"Passo di Gorda
",dirt-roads
