id,last_modified,lon,lat,name,poi_type
076,13/10/2023,8.1060973,44.0793319,SP19 ,majesty-of-streets
077,13/10/2023,8.0674735,44.0819215,SP 35,majesty-of-streets
078,13/10/2023,8.0463591,44.0700823,SP20-SP78,majesty-of-streets
079,13/10/2023,7.9946891,44.084511,SP14,majesty-of-streets
080,13/10/2023,7.8413955,44.005542,SP17-18,majesty-of-streets
081,13/10/2023,7.716426,43.9657709,SP 65,majesty-of-streets
082,13/10/2023,16.5898219,40.4622251,"sp 21 Pomarico-Pisticci Scalo
",majesty-of-streets
083,13/10/2023,16.5521272,40.3945574,"Pisticci
",majesty-of-streets
084,13/10/2023,8.5063175,44.9966971,SP71,majesty-of-streets
085,13/10/2023,8.6063961,44.9940872,Strada Astigliano,majesty-of-streets
086,13/10/2023,8.3322698,45.0479647,SP37 poi SP30,majesty-of-streets
087,13/10/2023,8.3403089,45.0865113,SP35,majesty-of-streets
088,13/10/2023,8.4205367,45.000428,SP72,majesty-of-streets
089,13/10/2023,16.1415057,39.9575621,"Ruggio-Visitone
",majesty-of-streets
090,13/10/2023,15.4738349,38.1748718,Strada di Dinnammare,majesty-of-streets
091,13/10/2023,13.6824921,45.7341618,SS14 - Costiera di Trieste,majesty-of-streets
092,13/10/2023,14.2428229,45.2058884,D66 Abbazia - Zagore,majesty-of-streets
093,13/10/2023,14.2781006,38.0093072,SS 113 da S.Stefano di Camastra e Cefalù,majesty-of-streets
094,13/10/2023,13.1228666,37.9782317,SP 2 da Partinico a San Cipirello,majesty-of-streets
095,13/10/2023,13.3185761,37.971381,SP5 da Piana degli Albanesi in direzione di Ficuzza,majesty-of-streets
096,13/10/2023,7.7399217,43.8811772,SP56,majesty-of-streets
097,13/10/2023,11.5694473,43.7445558,"Via del Paradisino
",majesty-of-streets
098,13/10/2023,11.6462035,43.6211985,"La trappola
",majesty-of-streets
099,13/10/2023,10.5792107,43.2287613,"strada di Bolgheri
",majesty-of-streets
100,13/10/2023,20.0092989,41.9685025,Albania SH30,majesty-of-streets
101,13/10/2023,11.0095944,44.0096906,"Acquerino-Badia Taona
",majesty-of-streets
102,13/10/2023,11.1057561635971,44.0091038451361,via Canvella,majesty-of-streets
103,13/10/2023,11.1767197027802,44.0090008780734,Montecuccoli,majesty-of-streets
104,13/10/2023,11.0586789,46.0406474,"SP85 Monte Bondone
",majesty-of-streets
105,13/10/2023,13.6272716,45.9833316,"Neblo - Nova Gorica
",majesty-of-streets
106,13/10/2023,13.5869703,45.9820625,"San Florian del Collio
",majesty-of-streets
107,13/10/2023,10.785592,45.7041606,"via Prada
",majesty-of-streets
108,13/10/2023,7.3394177,45.0934385,"SP 188 val di Susa - Sacra di San Michele
",majesty-of-streets
109,13/10/2023,11.2946652,43.5788859,"Montefioralle
",majesty-of-streets
110,13/10/2023,11.354769,43.5501317,"Lamole
",majesty-of-streets
111,13/10/2023,14.3923873,41.6295491,"Sessano del Molise-Frosolone
",majesty-of-streets
112,13/10/2023,13.6133427,42.1714502,"Secinaro-Rocca di mezzo
",majesty-of-streets
113,13/10/2023,13.7057846,42.4023051,"Campo Imperatore                       SS17 Bis Fonte Cerreto-Ristoro Mucciante
",majesty-of-streets
114,13/10/2023,9.2249184,41.6429561,"Porto Vecchio-Zonza
",majesty-of-streets
115,13/10/2023,9.1087037,41.7573956,Zonza-Aullena,majesty-of-streets
116,13/10/2023,9.0986726,41.8466609,"Aullena-Zicavo
",majesty-of-streets
117,13/10/2023,9.1929427,42.0077135,Zicavo-Ghisoni,majesty-of-streets
118,13/10/2023,9.190493,42.1320893,Ghisoni-Vivario,majesty-of-streets
119,13/10/2023,9.089835,42.2637597,Corte-Restonica,majesty-of-streets
120,13/10/2023,9.0544943,42.4559302,"Verso Monte Cinto
",majesty-of-streets
121,13/10/2023,8.9290956,42.2892576,Corte-Piana,majesty-of-streets
122,13/10/2023,8.636274,42.3351309,Galeria-Piana,majesty-of-streets
123,13/10/2023,9.4857166,42.8326497,"Bastia-Barcaggio
",majesty-of-streets
124,13/10/2023,9.3265277,42.8124902,"Barcaggio-San fiorenzo
",majesty-of-streets
125,13/10/2023,9.2104057,42.6646625,"San Fiorenzo-Isola rossa
",majesty-of-streets
126,13/10/2023,10.3596279,42.8139139,"Nisporto
",majesty-of-streets
127,13/10/2023,9.15051866322756,41.1541225700063,Castelsardo-s.teresa di Gallura,majesty-of-streets
128,13/10/2023,11.1859837174416,44.1086930879883,Cottede monte Tavianella,majesty-of-streets
129,13/10/2023,10.9694049,46.0653481,"Margone-Ranzo
",majesty-of-streets
130,13/10/2023,9.0910769,44.4049249,"La panoramica SP67 del monte Fasce
",majesty-of-streets
131,13/10/2023,10.94134,45.983167,Marocche di Dro,majesty-of-streets
132,13/10/2023,11.292928,44.46645,"Colli Bolognesi, San Luca",majesty-of-streets
133,13/10/2023,10.9121680632234,43.5883955379333,Santo Stefano,majesty-of-streets
134,13/10/2023,11.808272,46.134546,"Strada della val Noana
",majesty-of-streets
135,13/10/2023,8.3381815,45.733672,"Via Cremosina
",majesty-of-streets
136,13/10/2023,7.1421228,45.4763222,Punto panoramico colle del Nivolet,majesty-of-streets
137,13/10/2023,24.88898,37.869155,Transcostiera Andros / Andros / Epar.Od. Androu-Mpatsiou,majesty-of-streets
138,13/10/2023,11.3678046,44.1568751,"Poggio Tignoso
",majesty-of-streets
139,13/10/2023,22.044104,38.115597,Strada Kalavryta-Egio / EO Egiou Kalavriton,majesty-of-streets
140,13/10/2023,22.837973,37.278976,Costiera Nauplia-Leonidio / Epar.Od. Astrous - Leonidiou,majesty-of-streets
141,13/10/2023,22.283896,36.828395,Costiera Areopoli-Kalamata / Epar.Od. Kalamatas - Areopolis,majesty-of-streets
142,13/10/2023,20.542628,38.563421,Capo Leucade,majesty-of-streets
143,13/10/2023,20.564824,38.637837,Costiera occidentale di Lefkada / Epar.Od. Komiliou - Akrotiriou Lefkatas,majesty-of-streets
144,13/10/2023,8.793849,38.896665,Punto Panoramico SP 71,majesty-of-streets
145,13/10/2023,7.8226198,44.078443,strada provinciale 3,majesty-of-streets
146,13/10/2023,10.4300022,43.450269,"strada provinciale del Vaiolo
",majesty-of-streets
147,13/10/2023,11.4974495,45.7980982,Giro delle malghe di Caltrano,majesty-of-streets
148,13/10/2023,20.6542518,38.4061558,Costiera Itaca / Epar.Od. Kioniou - Pera Pigadiou,majesty-of-streets
149,13/10/2023,10.7532633,44.1179458,Cutigliano-Doganaccia,majesty-of-streets
150,13/10/2023,10.7131297141314,46.8641063262171,Kaunertaler GletscherstraÃŸe,majesty-of-streets
151,13/10/2023,9.69080010499521,45.8090344044586,Orrido di Bracca,majesty-of-streets
152,13/10/2023,9.5985777397683,45.8865336647904,Orrido della Val Taleggio,majesty-of-streets
153,13/10/2023,10.944659,46.924306,Otztaler Gletscherstrasse,majesty-of-streets
154,13/10/2023,14.6414774,36.8378967,"SP81 del Pizzillo
",majesty-of-streets
155,13/10/2023,16.297584,39.487676,SS 660,majesty-of-streets
156,13/10/2023,16.547383,39.385307,SS 177,majesty-of-streets
157,13/10/2023,7.64680487723119,45.439064416627,Pian del Lupo,majesty-of-streets
158,13/10/2023,11.8185626,43.8012037,Camaldoli-Eremo,majesty-of-streets
159,13/10/2023,11.954412,43.4566593,"Via di Peneto
",majesty-of-streets
160,13/10/2023,10.3288061,44.0722365,"Via Monti-Mare
",majesty-of-streets
161,13/10/2023,10.1349722,44.1011047,"cave Michelangelo
",majesty-of-streets
162,13/10/2023,11.9061327,43.4079584,"Comunale Monte Lignano
",majesty-of-streets
163,13/10/2023,22.372706,36.529857,Capo Tigani,majesty-of-streets
164,13/10/2023,22.523193,36.618521,Epar.Od. Chosiariou-Gerolimena,majesty-of-streets
165,13/10/2023,22.190849,38.331758,Costiera Antirrio-Itea,majesty-of-streets
166,13/10/2023,22.521202,37.546748,Provinciale Argo-Tripoli,majesty-of-streets
167,13/10/2023,18.7834926,42.3994368,Kotor serpentine,majesty-of-streets
